0.1627	100	23658	 23410	 23410	 0	 0.0000 27873
0.2655	100	23658	 23410	 23410	 0	 0.0000 44484
0.3286	72	23658	 23410	 23410	 0	 0.0000 55970
0.4599	78	23658	 23410	 23410	 0	 0.0000 77366
0.6402	77	23658	 23410	 23410	 0	 0.0000 108891
0.4353	75	23658	 23410	 23410	 0	 0.0000 72735
0.1055	100	23658	 23410	 23410	 0	 0.0000 17986
0.5840	80	23658	 23410	 23410	 0	 0.0000 98730
0.9471	73	23658	 23410	 23410	 0	 0.0000 158803
0.0656	100	23658	 23410	 23410	 0	 0.0000 11088
0.3921	73	23658	 23410	 23410	 0	 0.0000 65306
0.0242	100	23658	 23410	 23410	 0	 0.0000 2918
0.0857	100	23658	 23410	 23410	 0	 0.0000 14141
0.3201	79	23658	 23410	 23410	 0	 0.0000 53976
0.7930	71	23658	 23410	 23410	 0	 0.0000 131689
0.7163	100	23658	 23410	 23410	 0	 0.0000 115811
0.3798	100	23658	 23410	 23410	 0	 0.0000 63529
0.5284	100	23658	 23410	 23410	 0	 0.0000 88109
0.5632	73	23658	 23410	 23410	 0	 0.0000 93891
2.1983	72	23658	 23410	 23410	 0	 0.0000 366890
0.3002	100	23658	 23410	 23410	 0	 0.0000 50489
1.2469	78	23658	 23410	 23410	 0	 0.0000 207716
1.7050	75	23658	 23410	 23410	 0	 0.0000 274958
1.1041	75	23658	 23410	 23410	 0	 0.0000 185444
0.7085	76	23658	 23410	 23410	 0	 0.0000 118312
1.9915	81	23658	 23410	 23410	 0	 0.0000 330053
0.2729	100	23658	 23410	 23410	 0	 0.0000 45778
0.3906	82	23658	 23410	 23410	 0	 0.0000 64455
0.3639	75	23658	 23410	 23410	 0	 0.0000 58172
1.8788	71	23658	 23410	 23410	 0	 0.0000 311244
