60.9848	123	300455	 300055	 299956	 99	 0.0330 1000000
60.8727	121	300455	 300055	 299939	 116	 0.0387 1000000
61.1052	125	300455	 300055	 299952	 103	 0.0343 1000000
61.4076	124	300455	 300055	 299939	 116	 0.0387 1000000
61.1404	129	300455	 300055	 299985	 70	 0.0233 1000000
62.0172	133	300455	 300055	 299952	 103	 0.0343 1000000
61.2414	125	300455	 300055	 299966	 89	 0.0297 1000000
61.0754	133	300455	 300055	 299928	 127	 0.0423 1000000
61.2500	126	300455	 300055	 299941	 114	 0.0380 1000000
61.3606	135	300455	 300055	 299985	 70	 0.0233 1000000
60.8749	125	300455	 300055	 299939	 116	 0.0387 1000000
60.9620	132	300455	 300055	 299935	 120	 0.0400 1000000
60.9456	125	300455	 300055	 299939	 116	 0.0387 1000000
60.9674	121	300455	 300055	 299928	 127	 0.0423 1000000
61.4271	132	300455	 300055	 299939	 116	 0.0387 1000000
61.8466	124	300455	 300055	 299956	 99	 0.0330 1000000
60.8567	113	300455	 300055	 299956	 99	 0.0330 1000000
61.2071	128	300455	 300055	 299928	 127	 0.0423 1000000
61.0458	125	300455	 300055	 299985	 70	 0.0233 1000000
61.7729	133	300455	 300055	 299932	 123	 0.0410 1000000
61.2948	133	300455	 300055	 299933	 122	 0.0407 1000000
61.2446	133	300455	 300055	 299892	 163	 0.0543 1000000
61.1494	129	300455	 300055	 299985	 70	 0.0233 1000000
61.4534	140	300455	 300055	 299928	 127	 0.0423 1000000
61.2103	133	300455	 300055	 299945	 110	 0.0367 1000000
61.0974	137	300455	 300055	 299939	 116	 0.0387 1000000
61.5379	137	300455	 300055	 299928	 127	 0.0423 1000000
61.4320	127	300455	 300055	 299985	 70	 0.0233 1000000
61.1455	131	300455	 300055	 299956	 99	 0.0330 1000000
61.2814	138	300455	 300055	 299956	 99	 0.0330 1000000
