0.3757	72	23074	 22751	 22751	 0	 0.0000 51953
1.2807	66	23074	 22751	 22751	 0	 0.0000 172515
1.1796	66	23074	 22751	 22751	 0	 0.0000 161524
1.5579	67	23074	 22751	 22751	 0	 0.0000 213642
0.6094	70	23074	 22751	 22751	 0	 0.0000 82388
2.8358	65	23074	 22751	 22751	 0	 0.0000 388402
0.5775	76	23074	 22751	 22751	 0	 0.0000 79395
0.5127	100	23074	 22751	 22751	 0	 0.0000 70275
6.6418	64	23074	 22751	 22751	 0	 0.0000 912928
2.1819	65	23074	 22751	 22751	 0	 0.0000 302666
5.7820	65	23074	 22751	 22751	 0	 0.0000 783625
1.7265	69	23074	 22751	 22751	 0	 0.0000 237067
0.0381	100	23074	 22751	 22751	 0	 0.0000 5162
6.6007	67	23074	 22751	 22751	 0	 0.0000 913852
1.9204	65	23074	 22751	 22751	 0	 0.0000 266465
8.7849	65	23074	 22751	 22751	 0	 0.0000 1203844
11.5325	67	23074	 22751	 22751	 0	 0.0000 1589611
3.3441	67	23074	 22751	 22751	 0	 0.0000 464608
1.4779	68	23074	 22751	 22751	 0	 0.0000 203148
10.1817	70	23074	 22751	 22751	 0	 0.0000 1413591
9.4418	62	23074	 22751	 22751	 0	 0.0000 1293077
6.6788	65	23074	 22751	 22751	 0	 0.0000 910960
0.1332	100	23074	 22751	 22751	 0	 0.0000 18554
8.6670	64	23074	 22751	 22751	 0	 0.0000 1201608
1.0967	68	23074	 22751	 22751	 0	 0.0000 150143
1.1697	67	23074	 22751	 22751	 0	 0.0000 160000
3.2453	69	23074	 22751	 22751	 0	 0.0000 447850
8.5338	64	23074	 22751	 22751	 0	 0.0000 1173046
6.9164	63	23074	 22751	 22751	 0	 0.0000 955355
18.3100	64	23074	 22751	 22751	 0	 0.0000 2527562
