1510.3601	97	152031	 151809	 151801	 8	 0.0053 100000000
1516.0251	101	152031	 151809	 151801	 8	 0.0053 100000000
1514.8733	103	152031	 151809	 151801	 8	 0.0053 100000000
1514.1272	97	152031	 151809	 151801	 8	 0.0053 100000000
1510.9730	99	152031	 151809	 151801	 8	 0.0053 100000000
1511.4911	98	152031	 151809	 151801	 8	 0.0053 100000000
1512.3966	102	152031	 151809	 151801	 8	 0.0053 100000000
1518.5576	101	152031	 151809	 151801	 8	 0.0053 100000000
1515.8744	99	152031	 151809	 151801	 8	 0.0053 100000000
1512.3373	102	152031	 151809	 151801	 8	 0.0053 100000000
261.0222	102	152031	 151809	 151809	 0	 0.0000 17234739
1519.5459	103	152031	 151809	 151801	 8	 0.0053 100000000
1516.6551	104	152031	 151809	 151801	 8	 0.0053 100000000
1514.5623	99	152031	 151809	 151801	 8	 0.0053 100000000
1515.4251	97	152031	 151809	 151801	 8	 0.0053 100000000
1516.3971	104	152031	 151809	 151801	 8	 0.0053 100000000
1517.5173	107	152031	 151809	 151801	 8	 0.0053 100000000
1511.5013	100	152031	 151809	 151801	 8	 0.0053 100000000
1519.8719	101	152031	 151809	 151801	 8	 0.0053 100000000
395.5732	95	152031	 151809	 151809	 0	 0.0000 26304249
1508.6539	97	152031	 151809	 151801	 8	 0.0053 100000000
1511.3057	101	152031	 151809	 151801	 8	 0.0053 100000000
1513.3293	103	152031	 151809	 151801	 8	 0.0053 100000000
1509.8465	102	152031	 151809	 151801	 8	 0.0053 100000000
1510.6756	104	152031	 151809	 151801	 8	 0.0053 100000000
1514.3007	98	152031	 151809	 151801	 8	 0.0053 100000000
1510.1672	96	152031	 151809	 151801	 8	 0.0053 100000000
1511.2847	100	152031	 151809	 151801	 8	 0.0053 100000000
1512.2353	103	152031	 151809	 151801	 8	 0.0053 100000000
1517.1614	102	152031	 151809	 151801	 8	 0.0053 100000000
