17.3036	105	58363	 58092	 58025	 67	 0.1153 1000000
17.0988	99	58363	 58092	 58036	 56	 0.0964 1000000
17.2957	104	58363	 58092	 58034	 58	 0.0998 1000000
4.1520	108	58363	 58092	 58092	 0	 0.0000 242032
13.5035	101	58363	 58092	 58092	 0	 0.0000 793308
2.2116	92	58363	 58092	 58092	 0	 0.0000 128200
17.1338	98	58363	 58092	 58019	 73	 0.1257 1000000
17.0637	107	58363	 58092	 58028	 64	 0.1102 1000000
17.1367	94	58363	 58092	 58037	 55	 0.0947 1000000
13.9188	95	58363	 58092	 58092	 0	 0.0000 815322
17.4619	105	58363	 58092	 58033	 59	 0.1016 1000000
17.0265	110	58363	 58092	 58028	 64	 0.1102 1000000
17.1841	104	58363	 58092	 58028	 64	 0.1102 1000000
17.2044	103	58363	 58092	 58019	 73	 0.1257 1000000
17.1149	100	58363	 58092	 58019	 73	 0.1257 1000000
17.3767	107	58363	 58092	 58052	 40	 0.0689 1000000
17.1497	100	58363	 58092	 58028	 64	 0.1102 1000000
17.2012	98	58363	 58092	 58025	 67	 0.1153 1000000
17.0751	100	58363	 58092	 58025	 67	 0.1153 1000000
17.0795	108	58363	 58092	 58037	 55	 0.0947 1000000
12.1049	106	58363	 58092	 58092	 0	 0.0000 712771
14.9722	100	58363	 58092	 58092	 0	 0.0000 870351
17.0783	100	58363	 58092	 58019	 73	 0.1257 1000000
5.5304	101	58363	 58092	 58092	 0	 0.0000 324021
17.0772	104	58363	 58092	 58019	 73	 0.1257 1000000
2.1862	99	58363	 58092	 58092	 0	 0.0000 127511
17.2396	104	58363	 58092	 58008	 84	 0.1446 1000000
10.6475	102	58363	 58092	 58092	 0	 0.0000 624064
17.2643	99	58363	 58092	 58019	 73	 0.1257 1000000
17.0747	100	58363	 58092	 58033	 59	 0.1016 1000000
